1,admin,logentry
2,auth,permission
3,auth,group
4,auth,user
5,contenttypes,contenttype
6,sessions,session
7,sms_app,activeinactiveinfo
8,sms_app,assetinfo
9,sms_app,axletypeinfo
10,sms_app,bayinfo
11,sms_app,bodyinfo
12,sms_app,check_in_out
13,sms_app,city
14,sms_app,country
15,sms_app,crcountfrominfo
16,sms_app,currency_type
17,sms_app,customerdepartmentinfo
18,sms_app,customerinfo
19,sms_app,customernameinfo_new
20,sms_app,customertypeinfo
21,sms_app,damageinfo
22,sms_app,damagereportimages
23,sms_app,department_info
24,sms_app,designationinfo
25,sms_app,enquiry_info
26,sms_app,fueltypeinfo
27,sms_app,gstexcemptioninfo
28,sms_app,gstmodelinfo
29,sms_app,insurance_type
30,sms_app,loadingbayimages_info
31,sms_app,location_info
32,sms_app,materialhandling_info
33,sms_app,movementtypeinfo
34,sms_app,ownershipinfo
35,sms_app,packagetype_info
36,sms_app,paymentcycleinfo
37,sms_app,paymenttypeinfo
38,sms_app,peo_reg
39,sms_app,permittypeinfo
40,sms_app,prod_cat
41,sms_app,prod_type
42,sms_app,received_not
43,sms_app,roleinfo
44,sms_app,stackinginfo
45,sms_app,state
46,sms_app,statuslist
47,sms_app,stock_movement_type
48,sms_app,stock_type
49,sms_app,stud_reg
50,sms_app,trbusinesstypeinfo
51,sms_app,unitinfo
52,sms_app,uom
53,sms_app,uploadinfo
54,sms_app,vehiclecategoryinfo
55,sms_app,vehiclecolourinfo
56,sms_app,vehiclemodelinfo
57,sms_app,vehiclenumberinfo
58,sms_app,vehiclesourceinfo
59,sms_app,vehicletypeinfo
60,sms_app,vhmanufacturerinfo
61,sms_app,wh_chargetype
62,sms_app,whstoragetypeinfo
63,sms_app,myuser
64,sms_app,whratemasterinfo
65,sms_app,warehouse_stock_info
66,sms_app,warehouse_goods_info
67,sms_app,vendor_info
68,sms_app,vehiclemasterinfo
69,sms_app,vehicledetailinfo
70,sms_app,user_extinfo
71,sms_app,tripdetailinfo
72,sms_app,tripclosureinfo
73,sms_app,service_info
74,sms_app,rtratemasterinfo
75,sms_app,product_info
76,sms_app,locationmasterinfo
77,sms_app,loadingbay_info
78,sms_app,insurance_info
79,sms_app,gatein_pre_info
80,sms_app,gatein_info
81,sms_app,enquirynoteinfo
82,sms_app,employee
83,sms_app,dispatch_info
84,sms_app,damagereportinfo
85,sms_app,consignmentdetailinfo
86,sms_app,bilinginfo
87,sms_app,assign_asset_info
